sample_id,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,MODIS_NPP,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm,Resolve_Biome,arbuscular_mycorrhizal_richness,Pixel_Long,Pixel_Lat,CV_Fold_Spatial
S3363,1764.0,247.5,1121.76147460937,331.5,86.5999984741211,18,357.0,1970.0,3870.0,0.31622725725174,0.353553652763367,28.0,0.180314883589745,0.25,1.68552076816559,0.0,42.5550231933594,8134.94921875,200.0,64.4683074951172,13.4860734939575,62.6426887512207,3,1.12474826290904,34.4541664123535,-18.9375,6
S3075,1383.0,43.5005623569295,380.010528564453,251.467306691392,105.301651000977,48,787.0,2656.0,3512.0,0.422885626554489,0.860422253608704,1476.0,2.89245986938477,-4.5,0.0,2.315993309021,0.0,1688.52856445313,200.0,47.6318092346191,18.6046733856201,80.6478118896484,3,1.63136078251495,112.995834350586,40.9958343505859,9
S7145,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,2,1.13465230442413,-155.329162597656,19.8208332061768,1
S7326,1021.99993896484,-1.38251976126154,1379.70458984375,187.634178896739,22.5966567993164,0,1769.0,1322.0,2437.0,0.534149944782257,0.770572900772095,2094.5,18.3628196716309,-15.4375,0.0,0.0,1.08088886737823,1275.16369628906,82.6640853881836,48.9281578063965,121.654556274414,57.464786529541,1,1.19282057844574,-113.345832824707,48.4625015258789,9
S4973,1261.0,130.567312628764,3437.0693359375,183.533635882383,24.1966648101807,0,296.0,-647.0,4310.0,0.584362030029297,0.81149297952652,1773.5,4.93421936035156,-0.5,0.0,0.0,66.0131530761719,7730.611328125,190.601638793945,48.1131896972656,203.790771484375,49.0102996826172,2,1.2231562025271,-155.3125,19.8208332061768,1
S2766,1368.0,176.5,1751.86096191406,325.516723917999,46.2000007629395,90,777.0,4744.0,3068.0,-0.0475405976176262,-0.285124987363815,60.5,1.19112062454224,2.125,0.0,71.2653503417969,1.31555557250977,3687.4580078125,200.0,26.947774887085,16.0127983093262,60.0019950866699,4,1.6313543581762,115.712501525879,29.279167175293,4
S2754,1158.0,47.5,532.196655273438,270.5,108.499969482422,72,1684.0,2467.0,1739.0,-0.707107305526733,-0.403861671686173,141.0,0.220924407243729,-0.1875,0.0630517899990082,78.6023254394531,0.0,2920.07153320313,200.0,30.1727848052979,21.1473407745361,75.9939804077149,5,1.52245491581481,126.345832824707,45.6375007629395,3
S5410,1441.0,84.4833485419949,330.276336669922,275.483348541995,90.0033264160156,0,1240.0,2873.0,3622.0,-0.773338198661804,0.625179350376129,1509.0,1.81387829780579,-1.1875,0.0,0.0,0.0,1625.59631347656,200.0,48.335578918457,6.48894882202148,83.6285934448242,1,1.42221760803326,107.220832824707,37.7708320617676,6
S1210,1150.0,83.5,414.993438720703,287.5,16.998327255249,49,396.0,4387.0,5523.0,0.387333691120148,-0.899808466434479,83.0,0.453608572483063,-0.0625,0.177646100521088,0.0,0.0,1824.22033691406,200.0,22.3077220916748,26.3501510620117,68.3760757446289,4,1.70771441059577,44.1208343505859,49.1124992370606,10
S1063,1720.0,273.516521968337,3211.51513671875,313.533605651988,77.5982971191406,15,629.000000002353,341.000000001307,3143.00000001202,-0.292665839195251,0.304338306188583,21.5,3.14733147621155,3.0,0.0,0.0,149.926574707031,8577.79980472062,199.335479736328,45.7942276000977,59.8089141845703,50.6255149841309,3,1.162283113884,103.670829772949,10.5041666030884,9
S3653,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,4,1.50656695731705,-155.3125,19.8291664123535,1
S7258,735.0,60.5,695.426818847656,212.516737845999,34.1016731262207,29,739.0,3439.0,3038.0,0.228045076131821,0.316227972507477,42.5,1.16738963127136,-0.375,0.0,0.0,114.606575012207,4693.15283203125,200.0,67.1664657592774,159.878143310547,51.4278106689453,6,1.06799585400751,27.2625007629395,58.2958335876465,3
S5577,1261.0,130.567312628764,3437.0693359375,183.533635882383,24.1966648101807,0,296.0,-647.0,4310.0,0.584362030029297,0.81149297952652,1773.5,4.93421936035156,-0.5,0.0,0.0,66.0131530761719,7730.611328125,190.601638793945,48.1131896972656,203.790771484375,49.0102996826172,5,1.39710429767574,-155.3125,19.8208332061768,1
S4379,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,6,1.23612824400652,-155.3125,19.8291664123535,1
S1185,1576.0,246.5,2607.7490234375,323.5,68.0983200073242,28,709.0,1840.0,2399.0,0.469748497009277,0.442506402730942,58.0,2.48251128196716,-2.25,0.0,0.339031785726547,32.8591995239258,9409.4130859375,200.0,38.1307487487793,19.0058746337891,51.7499618530274,7,1.6684658860011,110.629165649414,19.6041660308838,8
S5786,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,8,1.1947055233183,-155.3125,19.8291664123535,1
S1292,1444.0,75.5,336.012725830078,278.5,104.5,29,1335.0,1241.0,2526.0,0.454207748174667,0.888318836688995,1295.0,0.271419644355774,-0.25,0.0,1.74325311183929,0.0,1512.32849121094,200.0,56.181453704834,9.15231037139893,84.3997497558594,2,1.33851350613409,109.754165649414,39.4958343505859,6
S5980,934.0,16.5167746339976,602.65283203125,206.516774633998,65.2983551025391,0,986.0,3801.0,2360.0,0.939625978469849,-0.34219628572464,1161.5,2.06214833259583,-0.875,0.0,0.0,82.9573364257813,5853.595703125,200.0,37.3474311828613,150.082870483398,54.9116744995117,2,1.08041781827299,-117.329170227051,53.8041648864746,3
S4071,2670.0,232.51642032056,416.910034179688,341.51642032056,107.0,35,467.0,1207.0,5032.0,0.590602457523346,-0.242229133844376,947.0,0.39734411239624,-0.5625,0.0,7.05336332321167,6.61368894577026,3349.5537109375,200.0,87.985725402832,3.76078343391419,66.7690505981445,4,0.869741686191944,23.5041675567627,-19.9458332061768,8
S4960,1516.00012207031,217.516714965999,3063.43017578125,259.533429931998,69.4849472045899,17,344.0,148.0,4983.0,-0.0075621008872985,0.297723293304443,970.0,5.45355796813965,14.6875,0.0,0.0,189.686218261719,8692.53125,172.44465637207,47.3544311523438,69.5511169433594,48.5151977539063,9,1.24844125756621,104.0625,10.6291666030884,9
S5373,1445.0,149.5,593.121398925781,316.5,88.6016693115234,100,710.0,4537.0,2545.0,0.34087860584259,0.435464411973953,124.0,0.207210928201675,0.125,0.0,23.3410358428955,0.0,3995.66552734375,200.0,28.1349258422852,11.6085529327393,80.9020080566406,7,1.59164923019837,113.354164123535,34.845832824707,10
S1677,1779.99987792969,223.468079874418,1338.24267578125,285.468079874418,56.3932876586914,58,929.0,3642.0,1435.0,0.0270131230354309,0.393667817115784,693.0,15.2738380432129,-1.25,0.0,2.23873972892761,108.462219238281,15287.259765625,178.252243041992,46.7841911315918,26.1582660675049,60.7360687255859,5,1.42984554728975,-63.5208320617676,-18.1708335876465,3
S2997,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,10,1.34367275311112,-155.304168701172,19.8291664123535,1
S5319,2432.0,168.466822751156,246.878234863281,301.483238330002,64.2916030883789,18,588.0,4062.0,6285.0,-0.699053168296814,-0.218051195144653,737.0,2.84160852432251,-6.0625,0.0,0.0,0.0,3231.64282226563,75.1283187866211,76.931640625,7.55797052383423,68.4884338378906,1,0.526589034139044,17.9291667938232,-30.0874996185303,2
S2349,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,8,1.47414401436302,9.46249961853027,48.4625015258789,4
S2562,1128.0,22.3310183111705,499.958679199219,225.331018311171,104.901679992676,35,830.0,5194.0,3435.0,-0.0415957011282444,0.897840023040772,1374.0,8.12283325195313,-9.25,0.0,0.0,5.26719999313355,2604.23315429688,200.0,39.8361511230469,65.7622375488281,67.0951461791992,9,1.38096486017803,117.512496948242,42.2958335876465,2
S5465,669.0,64.5,575.2333984375,187.516762441999,28.1033229827881,0,813.000000020946,3141.00000008109,922.000000023773,0.3162265122235,-0.948683738725638,0.0,0.0,0.0,0.0,1.03011238574982,17.7754669189453,4804.60009765625,134.140228271484,58.881721496582,136.617736816406,54.5458793640137,10,1.4486686209285,19.5375003814697,60.220832824707,10
S988,1555.0,251.533182396502,1617.13464355469,311.5,52.1966857910156,88,321.0,2928.0,4293.0,0.0968419760465622,0.847387313842773,119.0,1.10477316379547,-0.25,0.0,0.0,108.002136230469,8016.1640625,200.0,64.9689331054688,19.4438076019287,49.8663673400879,1,1.68988188256892,-6.50416660308838,5.25416660308838,3
S1914,1286.0,41.6977962699053,1071.65222167969,193.948283374526,50.491584777832,35,864.0,4438.0,2987.0,-0.8177450299263,-0.575562238693237,2475.5,29.4943771362305,-21.1875,0.0,0.0,39.3635559082031,3896.61401367188,196.384460449219,52.8718070983887,76.6943893432617,60.2118377685547,3,1.58963359073986,72.2041702270508,35.5625,9
S4351,1793.0,247.516700778,1121.9814453125,331.5,86.2983627319336,37,493.0,4036.0,3747.0,0.902396202087403,-0.256173104047775,26.0,0.231165915727615,0.0625,1.00764834880829,0.0,31.9765338897705,7634.38330078125,200.0,64.7939605712891,12.9780244827271,62.5900764465332,6,0.869741686191944,34.3791656494141,-18.9291667938232,6
S5724,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,2,1.22647614260874,-155.3125,19.8291664123535,1
S4955,930.0,5.51677426599781,658.813171386719,195.516774265998,62.3016738891602,0,1484.0,4636.0,2134.0,-0.525750637054443,-0.475914299488068,1394.5,2.24482536315918,2.0,0.0,0.0,73.8960037231445,5684.1162109375,197.747589111328,41.0248718261719,136.071273803711,55.1638412475586,3,1.08041781827299,-117.329170227051,53.4208335876465,2
S5035,1214.0,169.467395017737,1571.87854003906,307.450869726989,56.2016525268555,41,765.0,475.0,2557.0,0.122175917029381,0.310281306505203,198.0,3.63102960586548,-4.8125,0.0,146.328628540039,22.3459548950195,6883.693359375,200.0,31.417200088501,20.2363700866699,61.7425346374512,3,1.47412032377683,111.037498474121,29.654167175293,7
S4674,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,4,1.19467522978983,-155.3125,19.8291664123535,1
S4163,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,3,1.39733992282507,-155.329162597656,19.8208332061768,1
S4103,813.0,83.4997195625803,628.448913574219,216.483265526001,14.2983551025391,72,754.0,3960.0,1958.0,0.951338410377502,0.0543384738266468,294.5,2.81896114349365,1.4375,0.0,0.263349592685699,39.8696899414063,6268.58251953125,200.0,24.4008712768555,36.1324920654297,64.638298034668,1,1.41604191811983,10.4208335876465,51.2708320617676,10
S1251,1844.0,159.516487111693,740.287231445313,248.516487111693,80.5016708374023,73,2365.0,4380.0,1673.0,0.490232765674591,0.737358331680298,1586.5,1.00878000259399,1.0625,4.02504444122314,0.0,16.385066986084,3562.421875,198.629928588867,62.4900627136231,17.3996162414551,58.4894256591797,4,1.61112844828342,29.1958332061768,-26.0041675567627,10
S4112,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,4,1.32774485531041,-155.329162597656,19.8208332061768,1
S4500,909.0,26.4668076766638,622.047607421875,213.466528236002,66.9983291625977,0,1019.0,2372.0,2803.0,-0.963635861873627,-0.0813626945018768,911.0,2.93112802505493,2.5625,0.0,0.0,93.6081771850586,5597.44970703125,200.0,40.1538505554199,211.946792602539,56.063175201416,4,1.24844125756621,-116.595832824707,54.2041664123535,2
S1218,1554.0,255.5,1406.9501953125,320.483529988666,47.0983505249023,100,594.0,1694.0,2479.0,-0.363319158554077,-0.407082319259643,230.5,1.50394952297211,2.625,0.0,1.71648716926575,71.1640853881836,7364.2333984375,200.0,61.5253562927246,20.00830078125,54.5812797546387,5,1.68345238644071,-6.48750019073486,6.12916660308838,3
S6464,932.0,18.6167967089223,423.395202636719,223.716297673697,45.705020904541,0,834.0,3918.0,2295.0,0.926458120346069,0.112966164946556,644.5,4.04550313949585,4.5625,0.0,0.0,116.879112243652,6558.85205078125,200.0,39.7627372741699,172.380081176758,58.6108703613281,1,1.08041781827299,-119.095832824707,56.2625007629395,4
S3244,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,6,1.48168719969876,-155.3125,19.8291664123535,1
S2381,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,2,1.35849044772381,9.46249961853027,48.4625015258789,4
S6747,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,7,1.50953443090595,-155.3125,19.8291664123535,1
S5004,1100.0,39.5498899051078,395.561584472656,251.549889905108,62.9016456604004,85,1388.0,2058.0,1353.0,0.986429274082184,0.16007536649704,807.0,0.746354162693024,1.25,0.0,0.0,0.0,4617.9306640625,200.0,40.1504364013672,25.5126323699951,68.5633926391602,5,1.162283113884,-107.6875,50.2958335876465,7
S2767,1085.0,252.5,1957.23840332031,306.516478295429,66.3966522216797,37,579.0,1454.0,3012.0,-0.735247075557709,0.250258326530457,102.0,0.85818088054657,-0.875,0.007425311487168,0.0,107.836090087891,8901.578125,200.0,53.8789367675781,31.2520503997803,51.715015411377,7,1.46190866355869,10.9291667938232,-1.80416667461395,2
S4225,921.0,66.5,1030.853515625,257.483282154,14.8999996185303,76,384.0,-542.0,2795.0,-0.316227436065674,0.707107126712799,17.5,0.134805351495743,-0.0625,0.0,2.37628841400147,0.868444442749023,4527.15087890625,200.0,29.2360038757324,72.0845489501953,59.0634002685547,3,1.47414401436302,-73.3708343505859,45.720832824707,10
S1352,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,8,1.3718793042411,-155.304168701172,19.8291664123535,1
S6709,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,9,1.35364942776947,-155.304168701172,19.8291664123535,1
S4356,1254.0,121.616831286007,3194.42333984375,176.583433402006,24.3966884613037,20,751.0,4018.0,3778.0,0.421516209840775,0.906760811805725,1941.0,5.40979671478272,2.0,0.0,0.0,8.91964435577393,10080.4013671875,200.0,42.0232200622559,156.051681518555,55.8342094421387,5,1.1945843832906,-155.329162597656,19.8208332061768,1
S1866,1388.0,224.466557236001,1225.38354492188,314.499801877718,72.1033248901367,44,1111.0,-284.0,1766.0,-0.161451086401939,-0.437403798103333,198.0,2.86634922027588,2.9375,0.0,0.0,6.10275554656982,5586.7734375,200.0,33.4074668884277,16.3451194763184,65.5256118774414,10,1.64396455344512,106.637496948242,23.9958324432373,7
S1457,1273.0,182.5,1732.83776855469,333.533534255998,47.5016708374024,53,1421.0,969.0,1174.0,0.783882319927216,-0.0198117420077324,94.0,1.30828952789307,1.25,0.0,1.73186421394348,26.9792003631592,4255.69775390625,200.0,31.8268051147461,19.6356086730957,57.9247398376465,1,1.41959633356399,119.595832824707,29.0041675567627,8
S1304,1104.0,44.5002813288256,553.161437988281,268.500281328826,104.901672363281,100,593.0,328.0,3673.0,-0.147347897291183,-0.57735025882721,139.0,0.727026581764221,0.9375,0.0,55.994441986084,0.0,3002.53979492188,200.0,27.1125774383545,23.4905910491943,67.2915344238281,4,1.33851350613409,126.845832824707,45.845832824707,3
S4414,1251.99987792969,216.5503083094,2998.32202148438,270.517406904194,45.901668548584,0,231.0,3364.0,5209.0,0.954633057117462,-0.215474098920822,85.5,10.1467218399048,-9.9375,0.0,0.0,154.23893737793,17800.201171875,174.643890380859,43.6805076599121,50.5552482604981,47.2374649047852,2,0.812157448856144,-47.9291648864746,-25.1041660308838,2
S5582,788.0,75.5499924108601,923.760314941406,208.549712003728,21.495002746582,23,337.0,2957.0,4168.0,0.237773805856705,0.744687497615814,719.5,2.84063601493835,4.875,0.0,0.0,94.2636413574219,7244.19873046875,200.0,26.1248283386231,53.933780670166,58.1777229309082,5,1.39735171357796,9.46249961853027,48.4625015258789,4
S5631,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,3,1.32769515636785,-155.3125,19.8291664123535,1
S5221,909.0,26.4668076766638,622.047607421875,213.466528236002,66.9983291625977,0,1019.0,2372.0,2803.0,-0.963635861873627,-0.0813626945018768,911.0,2.93112802505493,2.5625,0.0,0.0,93.6081771850586,5597.44970703125,200.0,40.1538505554199,211.946792602539,56.063175201416,5,1.27647881219734,-116.595832824707,54.2041664123535,2
S4883,1267.0,131.616273625113,3438.279296875,183.566476069557,24.1966648101807,0,261.0,3851.0,6205.0,0.399324119091034,0.916768729686737,1745.0,5.11938190460205,0.375,0.0,0.0,18.6503105163574,7168.3720703125,195.909118652344,49.1069450378418,194.359100341797,50.2971229553223,4,1.42956610958632,-155.3125,19.8291664123535,1
S4855,931.0,17.5,448.395233154297,220.516736861999,45.4033203125,0,520.0,1847.0,2230.0,0.869116306304932,-0.488793641328812,688.0,0.563658833503723,-0.1875,0.0,0.491363197565079,93.9731521606445,6308.01025390625,200.0,44.4388885498047,181.962295532227,58.1766052246094,2,1.20931394798052,-119.095832824707,56.2458343505859,4
S7318,1266.0,136.550035554004,3570.7373046875,186.54975669949,23.9983329772949,0,266.0,3682.0,5493.0,0.364866554737091,0.93105810880661,1662.5,5.11083507537842,-2.75,0.0,0.0,58.2741317749024,11470.3583984375,198.435607910156,56.8148612976074,219.562637329102,48.1438026428223,5,1.12446395692377,-155.304168701172,19.8291664123535,1
S1867,864.0,104.5,817.978332519531,224.483265710001,11.6000003814697,62,428.0,2111.0,3285.0,-0.256865829229355,0.291919231414795,40.0,0.421822547912598,-1.5,0.0,1.33962082862854,28.6620445251465,6700.7998046875,200.0,29.7396812438965,19.5013694763184,60.6012229919434,6,1.34370344466064,4.98750019073486,50.8875007629395,5
S3828,1752.0,228.517538865773,3011.05810546875,293.500829631773,60.4033432006836,0,340.0,3260.0,4943.0,-0.429598152637482,-0.865379095077515,478.5,8.03197860717773,9.6875,0.0,0.0,155.6376953125,10810.03515625,157.871734619141,41.6238021850586,46.680046081543,58.4120674133301,6,1.5699844728869,-91.3125,16.154167175293,4
S2124,1805.0,268.500039804001,1178.017578125,367.533228194545,90.0999908447266,21,326.0,-105.0,4068.0,-0.380497604608536,0.623950064182282,326.5,1.34086418151856,1.3125,1.72296929359436,0.526238799095154,74.4087142944336,5324.046875,200.0,64.9093780517578,13.7999391555786,60.0369987487793,8,1.67098850188467,2.1875,9.26249980926514,6
S1639,1163.0,59.5,617.257934570313,269.5,106.699996948242,97,478.0,1613.0,3515.0,0.948683261871338,-0.12592776119709,206.0,1.09823954105377,0.5,0.0,4.2967357635498,0.352711111307144,3192.13452148438,200.0,28.7990264892578,21.8371734619141,70.1188354492188,7,1.54651096465125,125.670829772949,44.0041656494141,4
S4182,1929.0,263.50057983638,1308.51245117188,296.50086975457,97.3949584960938,29,328.0,1033.0,3976.0,0.539557933807373,-0.675564646720886,98.0,7.81199932098389,7.625,0.0,0.0,58.2913780212402,9024.197265625,91.1848907470703,44.5731239318848,21.4261703491211,62.4835739135742,6,1.41076762863797,-96.4124984741211,15.7208337783813,5
S1076,1819.0,269.5,568.972045898438,344.516705806,90.0,19,695.0,793.0,2796.0,0.919755041599274,-0.164594143629074,355.5,1.59443759918213,-0.3125,0.0,0.0397030711174011,1.08071112632751,2373.55444335938,200.0,62.2844276428223,8.12014198303223,63.1000480651856,7,1.5239757452646,-39.1958351135254,-8.45416641235352,9
S4277,1016.0,27.5,612.291625976563,260.5,101.901649475098,82,447.0,-1838.0,3579.0,0.948683023452759,0.226032331585884,181.0,0.48603680729866,-0.625,0.0,9.04075336456299,2.26524448394775,2821.64233398438,193.598846435547,29.1086521148682,59.1527976989746,63.8132667541504,8,1.50987920550845,127.654167175293,46.9458351135254,9
S6798,1261.0,130.567312628764,3437.0693359375,183.533635882383,24.1966648101807,0,296.0,-647.0,4310.0,0.584362030029297,0.81149297952652,1773.5,4.93421936035156,-0.5,0.0,0.0,66.0131530761719,7730.611328125,190.601638793945,48.1131896972656,203.790771484375,49.0102996826172,7,1.16123824848844,-155.3125,19.8208332061768,1
